,H3_cell,mean_price,median_price,total_paid,count,geometry
468,85195993fffffff,321944.0651056539,273000.0,563724058,1751,"POLYGON ((-1.056775786461007 51.36422214981745, -1.1589736468172 51.31498760012552, -1.136098915396784 51.22904376121591, -1.011401979348446 51.19237977433791, -0.9094203863858598 51.24156151750651, -0.9319194673521535 51.32745988479783, -1.056775786461007 51.36422214981745))"
469,85195997fffffff,462652.9268292683,380000.0,379375400,820,"POLYGON ((-0.9094203863858598 51.24156151750651, -1.011401979348446 51.19237977433791, -0.9888225000963796 51.10637838063719, -0.86463515670628 51.06960496256643, -0.7628703323722804 51.11873449658457, -0.7850760944822384 51.20468949014294, -0.9094203863858598 51.24156151750651))"
470,8519599bfffffff,415836.1930501931,372500.0,107701574,259,"POLYGON ((-1.284182243903205 51.3515400405845, -1.386354069114258 51.30205040126001, -1.363103349581479 51.2160621472692, -1.238056788171675 51.17960777748152, -1.136098915396784 51.22904376121591, -1.1589736468172 51.31498760012552, -1.284182243903205 51.3515400405845))"
471,851959a3fffffff,775616.914893617,375000.0,36453995,47,"POLYGON ((-0.921509792541089 50.84805792302832, -1.022802424006473 50.79852713139788, -1.000356244557907 50.71226698692566, -0.876986163179601 50.6755845345162, -0.7759072687182568 50.72506317739023, -0.7979847295550638 50.81127625659041, -0.921509792541089 50.84805792302832))"
472,851959abfffffff,220643.38687782804,187000.0,195048754,884,"POLYGON ((-1.146675237070181 50.83510292870929, -1.247944306206676 50.78531940500812, -1.225129059078531 50.69901324135018, -1.101413811755119 50.66253645479342, -1.000356244557907 50.71226698692566, -1.022802424006473 50.79852713139788, -1.146675237070181 50.83510292870929))"
473,851959b3fffffff,434887.67615658365,341250.0,244406874,562,"POLYGON ((-0.8423483509129407 50.98354753068278, -0.9438767347859124 50.93421707452001, -0.921509792541089 50.84805792302832, -0.7979847295550638 50.81127625659041, -0.6966718293013128 50.86055483085538, -0.7186685228238182 50.94666678799982, -0.8423483509129407 50.98354753068278))"
474,851959b7fffffff,309083.48954703833,280000.0,177413923,574,"POLYGON ((-0.6966718293013128 50.86055483085538, -0.7979847295550638 50.81127625659041, -0.7759072687182568 50.72506317739023, -0.6528852641206742 50.68817661456984, -0.5517883058459964 50.73740388816192, -0.5734974307177894 50.82356886138601, -0.6966718293013128 50.86055483085538))"
475,851959bbfffffff,307187.0033492823,262997.5,642020837,2090,"POLYGON ((-1.067906915864959 50.97089174912479, -1.169412791364055 50.9213082285312, -1.146675237070181 50.83510292870929, -1.022802424006473 50.79852713139788, -0.921509792541089 50.84805792302832, -0.9438767347859124 50.93421707452001, -1.067906915864959 50.97089174912479))"
476,851959c3fffffff,269396.4449541284,239225.0,58728425,218,"POLYGON ((-1.739958155568489 51.32477427745349, -1.842067688599289 51.27477294931256, -1.818064121100566 51.1886990552312, -1.692327552960763 51.15266860403857, -1.590427250437886 51.20261459583011, -1.614054260497343 51.28864620321671, -1.739958155568489 51.32477427745349))"
477,851959c7fffffff,560049.8,400000.0,47604233,85,"POLYGON ((-1.590427250437886 51.20261459583011, -1.692327552960763 51.15266860403857, -1.668624913723663 51.06653433835532, -1.543396640240059 51.03038912478927, -1.441706176742335 51.08028037353338, -1.46503412944339 51.16637140847241, -1.590427250437886 51.20261459583011))"
478,851959cbfffffff,336330.30303030304,277500.0,22197800,66,"POLYGON ((-1.96831450961393 51.31068650532574, -2.070387763384266 51.26042861171404, -2.046007407283458 51.17431350251979, -1.919930550751962 51.13849732928368, -1.818064121100566 51.1886990552312, -1.842067688599289 51.27477294931256, -1.96831450961393 51.31068650532574))"
479,851959cffffffff,301629.49019607843,284151.0,261512768,867,"POLYGON ((-1.818064121100566 51.1886990552312, -1.919930550751962 51.13849732928368, -1.895852972044061 51.05232089945477, -1.77028387480758 51.01638818845673, -1.668624913723663 51.06653433835532, -1.692327552960763 51.15266860403857, -1.818064121100566 51.1886990552312))"
480,851959d3fffffff,456818.6756756757,371497.5,67609164,148,"POLYGON ((-1.661533424435819 51.46054525866226, -1.763886817508016 51.41074492242934, -1.739958155568489 51.32477427745349, -1.614054260497343 51.28864620321671, -1.511911873922823 51.33839144094197, -1.535462354226547 51.42431967877565, -1.661533424435819 51.46054525866226))"
481,851959d7fffffff,319719.86590038316,272500.0,250340655,783,"POLYGON ((-1.511911873922823 51.33839144094197, -1.614054260497343 51.28864620321671, -1.590427250437886 51.20261459583011, -1.46503412944339 51.16637140847241, -1.363103349581479 51.2160621472692, -1.386354069114258 51.30205040126001, -1.511911873922823 51.33839144094197))"
482,851959dbfffffff,356584.0606060606,295000.0,70603644,198,"POLYGON ((-1.89030347120734 51.44675574814271, -1.992621598298408 51.39669848571348, -1.96831450961393 51.31068650532574, -1.842067688599289 51.27477294931256, -1.739958155568489 51.32477427745349, -1.763886817508016 51.41074492242934, -1.89030347120734 51.44675574814271))"
483,85195a03fffffff,266351.6746987952,219000.0,22107189,83,"POLYGON ((-4.203991451257297 51.67952645852616, -4.306461105872555 51.62720774906, -4.278153774200211 51.54112290738037, -4.147760706778428 51.50738619084204, -4.045476312957515 51.55964076439962, -4.073399585401186 51.64569600779222, -4.203991451257297 51.67952645852616))"
484,85195a13fffffff,143919.3774834437,132500.0,130390956,906,"POLYGON ((-4.129513118199016 51.81762677105358, -4.232241082740992 51.76550660143624, -4.203991451257297 51.67952645852616, -4.073399585401186 51.64569600779222, -3.970858619854151 51.69775221609744, -3.998722383358451 51.783702653003, -4.129513118199016 51.81762677105358))"
485,85195a17fffffff,178938.08626198082,145000.0,280038105,1565,"POLYGON ((-3.970858619854151 51.69775221609744, -4.073399585401186 51.64569600779222, -4.045476312957515 51.55964076439962, -3.915396135411943 51.52567226345522, -3.813043186852475 51.57766510635602, -3.840582269420374 51.66368963343582, -3.970858619854151 51.69775221609744))"
486,85195a1bfffffff,155896.09467455623,126000.0,26346440,169,"POLYGON ((-4.363346227279166 51.79919680285369, -4.466000086957671 51.74681336512914, -4.437364745889413 51.66080463810209, -4.306461105872555 51.62720774906, -4.203991451257297 51.67952645852616, -4.232241082740992 51.76550660143624, -4.363346227279166 51.79919680285369))"
487,85195a23fffffff,233002.42857142858,220000.0,14679153,63,"POLYGON ((-3.962235571372082 51.30112025246907, -4.064079735569634 51.24873168283286, -4.036361827347572 51.16239665366677, -3.907178604825961 51.12848150664934, -3.805520002148468 51.18080692483544, -3.832858934056867 51.26711046221156, -3.962235571372082 51.30112025246907))"
488,85195a27fffffff,313032.14285714284,252500.0,4382450,14,"POLYGON ((-3.805520002148468 51.18080692483544, -3.907178604825961 51.12848150664934, -3.879779981793505 51.04207579318618, -3.751099962197645 51.0080278034663, -3.649627885402723 51.06029064574157, -3.676649183905963 51.14666387564561, -3.805520002148468 51.18080692483544))"
489,85195a2bfffffff,233624.4906542056,199000.0,49995641,214,"POLYGON ((-4.193767739864568 51.28251180722064, -4.295541711397759 51.2298624279025, -4.267444953340611 51.14349702000106, -4.137952936533132 51.10981119042187, -4.036361827347572 51.16239665366677, -4.064079735569634 51.24873168283286, -4.193767739864568 51.28251180722064))"
490,85195a2ffffffff,263944.9550561798,234975.0,93964404,356,"POLYGON ((-4.036361827347572 51.16239665366677, -4.137952936533132 51.10981119042187, -4.110177089009285 51.02337410252889, -3.981187227848731 50.98955367382511, -3.879779981793505 51.04207579318618, -3.907178604825961 51.12848150664934, -4.036361827347572 51.16239665366677))"
491,85195a37fffffff,330197.9166666667,277500.0,7924750,24,"POLYGON ((-3.730948098679223 51.31923852780018, -3.832858934056867 51.26711046221156, -3.805520002148468 51.18080692483544, -3.676649183905963 51.14666387564561, -3.57492658226926 51.19872956235419, -3.601886449335036 51.28500049834821, -3.730948098679223 51.31923852780018))"
492,85195a43fffffff,217342.4980544747,185000.0,55857022,257,"POLYGON ((-4.831714504192614 51.76083933619572, -4.934209273554836 51.70792850680733, -4.904803146989805 51.62186598951899, -4.773287353977492 51.58874044821422, -4.67097112072529 51.64158504105467, -4.699991973390818 51.72762122719311, -4.831714504192614 51.76083933619572))"
493,85195a4bfffffff,153480.1198156682,125000.0,33305186,217,"POLYGON ((-5.066234695487872 51.74090847329129, -5.168644474435362 51.68773355972245, -5.138853351484172 51.60164584203814, -5.00703726390936 51.56875805347718, -4.904803146989805 51.62186598951899, -4.934209273554836 51.70792850680733, -5.066234695487872 51.74090847329129))"
494,85195a53fffffff,215821.85826771654,185000.0,27409376,127,"POLYGON ((-4.758311219715988 51.89950984639003, -4.861067605632378 51.84679677048858, -4.831714504192614 51.76083933619572, -4.699991973390818 51.72762122719311, -4.597415844490597 51.78026822470918, -4.626381820705576 51.8661992241911, -4.758311219715988 51.89950984639003))"
495,85195a57fffffff,215966.38095238095,219000.0,4535294,21,"POLYGON ((-4.597415844490597 51.78026822470918, -4.699991973390818 51.72762122719311, -4.67097112072529 51.64158504105467, -4.539759490842706 51.60822312731733, -4.437364745889413 51.66080463810209, -4.466000086957671 51.74681336512914, -4.597415844490597 51.78026822470918))"
496,85195a5bfffffff,188506.5391705069,164950.0,40905919,217,"POLYGON ((-4.99330251460907 51.8798688644427, -5.095974655253904 51.82689121091614, -5.066234695487872 51.74090847329129, -4.934209273554836 51.70792850680733, -4.831714504192614 51.76083933619572, -4.861067605632378 51.84679677048858, -4.99330251460907 51.8798688644427))"
497,85195a83fffffff,240031.25,251000.0,3840500,16,"POLYGON ((-3.820670496029859 51.97306239569368, -3.923727336392494 51.92140480085447, -3.895923936299744 51.83555986562755, -3.765451364242907 51.80140327227562, -3.662586052727697 51.85299785827524, -3.690001660340682 51.93881186264262, -3.820670496029859 51.97306239569368))"
498,85195a87fffffff,115790.18666666666,105000.0,17368528,150,"POLYGON ((-3.662586052727697 51.85299785827524, -3.765451364242907 51.80140327227562, -3.737973587651156 51.71548365998346, -3.608016450292795 51.6811903909734, -3.505343642283584 51.73272257423428, -3.532435352348031 51.81861024674211, -3.662586052727697 51.85299785827524))"
499,85195a8bfffffff,181332.9090909091,149950.0,29919930,165,"POLYGON ((-4.054717004216705 51.95542251939518, -4.15770420376182 51.90350151793363, -4.129513118199016 51.81762677105358, -3.998722383358451 51.783702653003, -3.895923936299744 51.83555986562755, -3.923727336392494 51.92140480085447, -4.054717004216705 51.95542251939518))"
500,85195a8ffffffff,153306.42431761787,139950.0,61782489,403,"POLYGON ((-3.895923936299744 51.83555986562755, -3.998722383358451 51.783702653003, -3.970858619854151 51.69775221609744, -3.840582269420374 51.66368963343582, -3.737973587651156 51.71548365998346, -3.765451364242907 51.80140327227562, -3.895923936299744 51.83555986562755))"
501,85195a93fffffff,176214.14285714287,145000.0,3700497,21,"POLYGON ((-3.745096522120611 52.11025850564928, -3.848412669551818 52.05880114241096, -3.820670496029859 51.97306239569368, -3.690001660340682 51.93881186264262, -3.586878820699133 51.99020639220417, -3.614231387633544 52.07591410383458, -3.745096522120611 52.11025850564928))"
502,85195a97fffffff,238062.5,237000.0,3809000,16,"POLYGON ((-3.586878820699133 51.99020639220417, -3.690001660340682 51.93881186264262, -3.662586052727697 51.85299785827524, -3.532435352348031 51.81861024674211, -3.429506789436962 51.86994255555724, -3.456534537191969 51.95572451333033, -3.586878820699133 51.99020639220417))"
503,85195a9bfffffff,316476.4705882353,322650.0,10760200,34,"POLYGON ((-3.979601327690685 52.09291239468784, -4.082848689452333 52.04119118138093, -4.054717004216705 51.95542251939518, -3.923727336392494 51.92140480085447, -3.820670496029859 51.97306239569368, -3.848412669551818 52.05880114241096, -3.979601327690685 52.09291239468784))"
504,85195aa3fffffff,201019.82135306555,165997.5,190164751,946,"POLYGON ((-3.580861649240852 51.59519769482759, -3.683279585512345 51.54346625507038, -3.656062556171936 51.4573692346872, -3.526810049872526 51.4230363042602, -3.424583807227636 51.47470575295313, -3.451418266847591 51.56076994277119, -3.580861649240852 51.59519769482759))"
505,85195aa7fffffff,249241.2756756757,221750.0,92219272,370,"POLYGON ((-3.424583807227636 51.47470575295313, -3.526810049872526 51.4230363042602, -3.499912459637793 51.3368683843967, -3.37116937626601 51.30240355765383, -3.269135743808337 51.35401160736396, -3.295652482086593 51.44014570376906, -3.424583807227636 51.47470575295313))"
506,85195aabfffffff,218392.63953488372,182500.0,56345301,258,"POLYGON ((-3.813043186852475 51.57766510635602, -3.915396135411943 51.52567226345522, -3.887796601255635 51.43954352306408, -3.758226502151103 51.40543916470313, -3.656062556171936 51.4573692346872, -3.683279585512345 51.54346625507038, -3.813043186852475 51.57766510635602))"
508,85195ab3fffffff,95465.5955165692,80000.0,97947701,1026,"POLYGON ((-3.505343642283584 51.73272257423428, -3.608016450292795 51.6811903909734, -3.580861649240852 51.59519769482759, -3.451418266847591 51.56076994277119, -3.348938904735245 51.61224032577989, -3.375709371487955 51.69820007993203, -3.505343642283584 51.73272257423428))"
509,85195ab7fffffff,228126.5366132723,190997.5,398765186,1748,"POLYGON ((-3.348938904735245 51.61224032577989, -3.451418266847591 51.56076994277119, -3.424583807227636 51.47470575295313, -3.295652482086593 51.44014570376906, -3.193367476512065 51.49155488531305, -3.219819339903363 51.57758513769151, -3.348938904735245 51.61224032577989))"
510,85195abbfffffff,122654.44362745098,107250.0,100086026,816,"POLYGON ((-3.737973587651156 51.71548365998346, -3.840582269420374 51.66368963343582, -3.813043186852475 51.57766510635602, -3.683279585512345 51.54346625507038, -3.580861649240852 51.59519769482759, -3.608016450292795 51.6811903909734, -3.737973587651156 51.71548365998346))"
511,85195ac3fffffff,218814.61904761905,195000.0,13785321,63,"POLYGON ((-4.449356332023973 52.05672299875719, -4.552455108410075 52.0044731055597, -4.523544844916162 51.91864798571095, -4.391924851521677 51.88510023886889, -4.289010938890144 51.93728496903713, -4.317532000864212 52.02308242312774, -4.449356332023973 52.05672299875719))"
512,85195ac7fffffff,194907.79166666666,169975.0,46777870,240,"POLYGON ((-4.289010938890144 51.93728496903713, -4.391924851521677 51.88510023886889, -4.363346227279166 51.79919680285369, -4.232241082740992 51.76550660143624, -4.129513118199016 51.81762677105358, -4.15770420376182 51.90350151793363, -4.289010938890144 51.93728496903713))"
513,85195acbfffffff,222366.1224489796,190000.0,10895940,49,"POLYGON ((-4.684591499925723 52.03787618657623, -4.787610469138753 51.98536150263083, -4.758311219715988 51.89950984639003, -4.626381820705576 51.8661992241911, -4.523544844916162 51.91864798571095, -4.552455108410075 52.0044731055597, -4.684591499925723 52.03787618657623))"
514,85195acffffffff,256831.0810810811,201500.0,19005500,74,"POLYGON ((-4.523544844916162 51.91864798571095, -4.626381820705576 51.8661992241911, -4.597415844490597 51.78026822470918, -4.466000086957671 51.74681336512914, -4.363346227279166 51.79919680285369, -4.391924851521677 51.88510023886889, -4.523544844916162 51.91864798571095))"
